GENE P MarkerN MarkerNTEST genename Annotation
ENSG00000166340 0.716070526171183 204 204 TPP1 pLOF+missense
ENSG00000100207 0.716082508188336 618 618 TCF20 pLOF+missense
ENSG00000178773 0.716171506926067 371 371 CPNE7 pLOF+missense
ENSG00000169224 0.716410265438432 46 46 GCSAML pLOF+missense
ENSG00000165661 0.71642059137256 302 302 QSOX2 pLOF+missense
ENSG00000181234 0.716583352202862 484 484 TMEM132C pLOF+missense
ENSG00000112530 0.716698924691534 95 95 PACRG pLOF+missense
ENSG00000183960 0.716712005703465 364 364 KCNH8 pLOF+missense
ENSG00000141429 0.716731310940413 122 122 GALNT1 pLOF+missense
ENSG00000224531 0.716830348720852 25 25 SMIM13 pLOF+missense
ENSG00000187566 0.716857088315468 132 132 NHLRC1 pLOF+missense
ENSG00000143870 0.717038166598645 161 161 PDIA6 pLOF+missense
ENSG00000183230 0.717148036626069 350 350 CTNNA3 pLOF+missense
ENSG00000111707 0.717150368356429 76 76 SUDS3 pLOF+missense
ENSG00000090512 0.717277737148199 154 154 FETUB pLOF+missense
ENSG00000135999 0.717480599297918 203 203 EPC2 pLOF+missense
ENSG00000160883 0.717520858743164 444 444 HK3 pLOF+missense
ENSG00000204520 0.717556364290547 124 124 MICA pLOF+missense
ENSG00000065802 0.717570834605297 149 149 ASB1 pLOF+missense
ENSG00000151689 0.717595939456188 111 111 INPP1 pLOF+missense
ENSG00000149599 0.717597133150823 201 201 DUSP15 pLOF+missense
ENSG00000206538 0.717624116137153 98 98 VGLL3 pLOF+missense
ENSG00000103647 0.717657475501766 142 142 CORO2B pLOF+missense
ENSG00000103145 0.71767276617587 66 66 HCFC1R1 pLOF+missense
ENSG00000240432 0.717715272773651 63 63 KRTAP13-3 pLOF+missense
ENSG00000169871 0.717762195460185 323 323 TRIM56 pLOF+missense
ENSG00000196357 0.717805147397152 155 155 ZNF565 pLOF+missense
ENSG00000101189 0.717808179681063 62 62 MRGBP pLOF+missense
ENSG00000166145 0.717848066350548 219 219 SPINT1 pLOF+missense
ENSG00000172262 0.717850475537669 148 148 ZNF131 pLOF+missense
ENSG00000132423 0.717977025130912 121 121 COQ3 pLOF+missense
ENSG00000197757 0.717986012797582 74 74 HOXC6 pLOF+missense
ENSG00000144749 0.71799239439384 527 527 LRIG1 pLOF+missense
ENSG00000104972 0.718038768088449 282 282 LILRB1 pLOF+missense
ENSG00000085644 0.718062531274984 203 203 ZNF213 pLOF+missense
ENSG00000172057 0.718175039490049 58 58 ORMDL3 pLOF+missense
ENSG00000140995 0.718215807195925 237 237 DEF8 pLOF+missense
ENSG00000066651 0.718221253468229 167 167 TRMT11 pLOF+missense
ENSG00000188223 0.718236815444035 14 14 AD000671.1 pLOF+missense
ENSG00000168930 0.718302237686018 119 119 TRIM49 pLOF+missense
ENSG00000065413 0.718329571981111 307 307 ANKRD44 pLOF+missense
ENSG00000169288 0.718460427774683 112 112 MRPL1 pLOF+missense
ENSG00000109832 0.718475931592976 203 203 DDX25 pLOF+missense
ENSG00000177984 0.718525597368675 72 72 LCN15 pLOF+missense
ENSG00000154654 0.718634753403256 242 242 NCAM2 pLOF+missense
ENSG00000197125 0.718678621951245 111 111 OR8B8 pLOF+missense
ENSG00000197959 0.718689981776215 248 248 DNM3 pLOF+missense
ENSG00000174721 0.718750050938181 140 140 FGFBP3 pLOF+missense
ENSG00000089847 0.718752131040199 562 562 ANKRD24 pLOF+missense
ENSG00000254536 0.718868208548829 171 171 AL360181.3 pLOF+missense
ENSG00000162344 0.719058310073263 83 83 FGF19 pLOF+missense
ENSG00000104529 0.719063148071364 348 348 EEF1D pLOF+missense
ENSG00000213999 0.719100638971552 179 179 MEF2B pLOF+missense
ENSG00000204347 0.719134616432241 169 169 BTBD17 pLOF+missense
ENSG00000143179 0.719141781585889 60 60 UCK2 pLOF+missense
ENSG00000183783 0.719159248925293 184 184 KCTD8 pLOF+missense
ENSG00000120279 0.719247211082063 95 95 MYCT1 pLOF+missense
ENSG00000162390 0.71927870876522 261 261 ACOT11 pLOF+missense
ENSG00000131470 0.719302110442127 77 77 PSMC3IP pLOF+missense
ENSG00000124092 0.719307339801113 244 244 CTCFL pLOF+missense
ENSG00000159164 0.719359917536389 222 222 SV2A pLOF+missense
ENSG00000080618 0.719398829759089 117 117 CPB2 pLOF+missense
ENSG00000171804 0.719593837151148 921 921 WDR87 pLOF+missense
ENSG00000079246 0.719719363878006 145 145 XRCC5 pLOF+missense
ENSG00000106615 0.719828859880054 18 18 RHEB pLOF+missense
ENSG00000030304 0.720008583767415 320 320 MUSK pLOF+missense
ENSG00000181444 0.720018816997274 277 277 ZNF467 pLOF+missense
ENSG00000123200 0.72003774599959 555 555 ZC3H13 pLOF+missense
ENSG00000171988 0.720039366536867 728 728 JMJD1C pLOF+missense
ENSG00000124615 0.720044606781225 259 259 MOCS1 pLOF+missense
ENSG00000180116 0.720080155875394 269 269 C12orf40 pLOF+missense
ENSG00000173273 0.720245694633249 482 482 TNKS pLOF+missense
ENSG00000146267 0.720262301196453 109 109 FAXC pLOF+missense
ENSG00000226979 0.720439984481445 50 50 LTA pLOF+missense
ENSG00000115590 0.720593772690238 176 176 IL1R2 pLOF+missense
ENSG00000166167 0.720612313036725 181 181 BTRC pLOF+missense
ENSG00000163635 0.720631390739233 422 422 ATXN7 pLOF+missense
ENSG00000186265 0.720634701004539 68 68 BTLA pLOF+missense
ENSG00000266094 0.720636405732177 168 168 RASSF5 pLOF+missense
ENSG00000269179 0.720754229972981 13 13 AC011452.1 pLOF+missense
ENSG00000119397 0.720897240074746 788 788 CNTRL pLOF+missense
ENSG00000170417 0.720939623421175 78 78 TMEM182 pLOF+missense
ENSG00000250479 0.721084188582724 69 69 CHCHD10 pLOF+missense
ENSG00000165629 0.721141513764193 84 84 ATP5F1C pLOF+missense
ENSG00000179776 0.721154543585022 314 314 CDH5 pLOF+missense
ENSG00000083937 0.721238439189307 82 82 CHMP2B pLOF+missense
ENSG00000145284 0.721246338661521 136 136 SCD5 pLOF+missense
ENSG00000105369 0.721298460794683 81 81 CD79A pLOF+missense
ENSG00000029725 0.721312974719982 259 259 RABEP1 pLOF+missense
ENSG00000288591 0.721355210017164 198 198 AC078815.1 pLOF+missense
ENSG00000173013 0.72135759198585 203 203 CCDC96 pLOF+missense
ENSG00000188822 0.7214067354834 116 116 CNR2 pLOF+missense
ENSG00000169218 0.721528212978297 105 105 RSPO1 pLOF+missense
ENSG00000182827 0.72153573360261 153 153 ACBD3 pLOF+missense
ENSG00000169918 0.721575328248964 350 350 OTUD7A pLOF+missense
ENSG00000154269 0.721597177065894 306 306 ENPP3 pLOF+missense
ENSG00000167244 0.721624368206518 101 101 IGF2 pLOF+missense
ENSG00000021488 0.72180496194219 186 186 SLC7A9 pLOF+missense
ENSG00000246922 0.721859807559339 168 168 UBAP1L pLOF+missense
ENSG00000273171 0.721890904267851 55 55 AC002094.3 pLOF+missense
ENSG00000037965 0.72189782674279 105 105 HOXC8 pLOF+missense
ENSG00000050767 0.721938476066392 250 250 COL23A1 pLOF+missense
ENSG00000140279 0.721950989255332 685 685 DUOX2 pLOF+missense
ENSG00000128872 0.722027945247711 104 104 TMOD2 pLOF+missense
ENSG00000175143 0.722028413974141 156 156 OR2T1 pLOF+missense
ENSG00000124103 0.722193266301658 77 77 FAM209A pLOF+missense
ENSG00000196388 0.722290684249103 95 95 INCA1 pLOF+missense
ENSG00000168237 0.722319032331876 239 239 GLYCTK pLOF+missense
ENSG00000154678 0.72247347354471 293 293 PDE1C pLOF+missense
ENSG00000124102 0.722487571326618 52 52 PI3 pLOF+missense
ENSG00000196071 0.722526104629666 116 116 OR2L13 pLOF+missense
ENSG00000132912 0.722531658053082 166 166 DCTN4 pLOF+missense
ENSG00000129007 0.722559444742506 93 93 CALML4 pLOF+missense
ENSG00000221858 0.722655800848172 106 106 OR2A12 pLOF+missense
ENSG00000004948 0.722689931565246 181 181 CALCR pLOF+missense
ENSG00000164972 0.722766935763344 99 99 C9orf24 pLOF+missense
ENSG00000184330 0.722770576822399 51 51 S100A7A pLOF+missense
ENSG00000244362 0.72283340062481 24 24 KRTAP19-7 pLOF+missense
ENSG00000186451 0.722875817523882 73 73 SPATA12 pLOF+missense
ENSG00000104093 0.722891445671799 844 844 DMXL2 pLOF+missense
ENSG00000178921 0.722988954417012 591 591 PFAS pLOF+missense
ENSG00000197056 0.723119794940061 330 330 ZMYM1 pLOF+missense
ENSG00000184743 0.723189528979979 198 198 ATL3 pLOF+missense
ENSG00000008311 0.723216209712844 305 305 AASS pLOF+missense
ENSG00000083799 0.723306248424776 174 174 CYLD pLOF+missense
ENSG00000101353 0.723319256771753 358 358 MROH8 pLOF+missense
ENSG00000197168 0.72333354036694 272 272 NEK5 pLOF+missense
ENSG00000132356 0.72333734792251 123 123 PRKAA1 pLOF+missense
ENSG00000167780 0.723430491027351 214 214 SOAT2 pLOF+missense
ENSG00000104765 0.723431446129559 59 59 BNIP3L pLOF+missense
ENSG00000137824 0.723446141644768 171 171 RMDN3 pLOF+missense
ENSG00000182983 0.72355352976111 198 198 ZNF662 pLOF+missense
ENSG00000149654 0.723605242107999 322 322 CDH22 pLOF+missense
ENSG00000175643 0.723609997583366 94 94 RMI2 pLOF+missense
ENSG00000173114 0.723639797385329 232 232 LRRN3 pLOF+missense
ENSG00000129351 0.723711624943195 284 284 ILF3 pLOF+missense
ENSG00000109101 0.723747071739052 264 264 FOXN1 pLOF+missense
ENSG00000112715 0.723759994202418 175 175 VEGFA pLOF+missense
ENSG00000105613 0.723817978384867 387 387 MAST1 pLOF+missense
ENSG00000101187 0.723845300302849 340 340 SLCO4A1 pLOF+missense
ENSG00000076513 0.724046630059215 195 195 ANKRD13A pLOF+missense
ENSG00000206559 0.724186911378515 105 105 ZCWPW2 pLOF+missense
ENSG00000213066 0.724378912657005 158 158 CEP43 pLOF+missense
ENSG00000124171 0.724379091801679 131 131 PARD6B pLOF+missense
ENSG00000215853 0.724382757178852 278 278 RPTN pLOF+missense
ENSG00000159648 0.724424052474057 126 126 TEPP pLOF+missense
ENSG00000188211 0.724450673805221 103 103 NCR3LG1 pLOF+missense
ENSG00000151093 0.724465923750756 162 162 OXSM pLOF+missense
ENSG00000165714 0.724473653979007 84 84 BORCS5 pLOF+missense
ENSG00000286235 0.724592907392131 358 358 AL035461.3 pLOF+missense
ENSG00000181449 0.724729684436207 67 67 SOX2 pLOF+missense
ENSG00000088247 0.724739833790132 214 214 KHSRP pLOF+missense
ENSG00000122644 0.724767474278479 47 47 ARL4A pLOF+missense
ENSG00000151364 0.724771627338925 112 112 KCTD14 pLOF+missense
ENSG00000102683 0.724878059262385 112 112 SGCG pLOF+missense
ENSG00000105136 0.724892697834627 227 227 ZNF419 pLOF+missense
ENSG00000153446 0.724935617281037 216 216 C16orf89 pLOF+missense
ENSG00000164816 0.72493600398975 69 69 DEFA5 pLOF+missense
ENSG00000137449 0.725000332088656 418 418 CPEB2 pLOF+missense
ENSG00000182511 0.725039271483771 304 304 FES pLOF+missense
ENSG00000185437 0.725179082580044 72 72 SH3BGR pLOF+missense
ENSG00000154553 0.725281566604665 169 169 PDLIM3 pLOF+missense
ENSG00000242612 0.725305417280723 210 210 DECR2 pLOF+missense
ENSG00000128487 0.725429411892361 437 437 SPECC1 pLOF+missense
ENSG00000140563 0.725486456379135 373 373 MCTP2 pLOF+missense
ENSG00000005007 0.725487216243358 190 190 UPF1 pLOF+missense
ENSG00000074219 0.725551819521447 168 168 TEAD2 pLOF+missense
ENSG00000081923 0.725605987361885 401 401 ATP8B1 pLOF+missense
ENSG00000222047 0.725626515079502 48 48 C10orf55 pLOF+missense
ENSG00000161040 0.725644526324616 294 294 FBXL13 pLOF+missense
ENSG00000135974 0.725683381576006 92 92 C2orf49 pLOF+missense
ENSG00000169519 0.725694508828196 185 185 METTL15 pLOF+missense
ENSG00000135679 0.725809911500571 103 103 MDM2 pLOF+missense
ENSG00000188375 0.725831281274895 51 51 H3-5 pLOF+missense
ENSG00000124198 0.725894712584631 479 479 ARFGEF2 pLOF+missense
ENSG00000256861 0.725916497243968 155 155 AC048338.1 pLOF+missense
ENSG00000172500 0.726008781552533 164 164 FIBP pLOF+missense
ENSG00000170310 0.726064577764153 92 92 STX8 pLOF+missense
ENSG00000198729 0.726090390781304 64 64 PPP1R14C pLOF+missense
ENSG00000051180 0.726127932217771 64 64 RAD51 pLOF+missense
ENSG00000203666 0.726130407263843 91 91 EFCAB2 pLOF+missense
ENSG00000162817 0.726231599902047 82 82 C1orf115 pLOF+missense
ENSG00000100379 0.726261284747956 91 91 KCTD17 pLOF+missense
ENSG00000171865 0.72627801573359 117 117 RNASEH1 pLOF+missense
ENSG00000182768 0.726292450240796 131 131 NGRN pLOF+missense
ENSG00000198794 0.726307258182395 56 56 SCAMP5 pLOF+missense
ENSG00000284505 0.726327041560369 70 70 LYNX1-SLURP2 pLOF+missense
ENSG00000172890 0.726375892497967 309 309 NADSYN1 pLOF+missense
ENSG00000198569 0.72637982790339 387 387 SLC34A3 pLOF+missense
ENSG00000128641 0.726390882790024 315 315 MYO1B pLOF+missense
ENSG00000176402 0.72644893335197 98 98 GJC3 pLOF+missense
ENSG00000213593 0.726687068970891 103 103 TMX2 pLOF+missense
ENSG00000005102 0.726733382066374 108 108 MEOX1 pLOF+missense
ENSG00000139990 0.726741517947206 232 232 DCAF5 pLOF+missense
ENSG00000156162 0.726773317739724 262 262 DPY19L4 pLOF+missense
ENSG00000213965 0.726783678769142 258 258 NUDT19 pLOF+missense
ENSG00000113300 0.726796489681494 120 120 CNOT6 pLOF+missense
ENSG00000178257 0.726801388033145 56 56 PRM3 pLOF+missense
ENSG00000083535 0.726823620055407 276 276 PIBF1 pLOF+missense
ENSG00000163347 0.726837231619814 71 71 CLDN1 pLOF+missense
ENSG00000185442 0.726856636416187 98 98 FAM174B pLOF+missense
ENSG00000171794 0.726902647959226 167 167 UTF1 pLOF+missense
ENSG00000178358 0.726973250681875 117 117 OR2D3 pLOF+missense
ENSG00000184076 0.726985205381987 33 33 UQCR10 pLOF+missense
ENSG00000037637 0.727061857357437 192 192 FBXO42 pLOF+missense
ENSG00000102780 0.727128309905495 374 374 DGKH pLOF+missense
ENSG00000135597 0.727335246051739 220 220 REPS1 pLOF+missense
ENSG00000156398 0.727353791598298 128 128 SFXN2 pLOF+missense
ENSG00000065000 0.727354101603472 469 469 AP3D1 pLOF+missense
ENSG00000182645 0.727365506581228 90 90 CCDC172 pLOF+missense
ENSG00000145592 0.727387512237142 29 29 RPL37 pLOF+missense
ENSG00000237110 0.727553267949497 17 17 TAAR9 pLOF+missense
ENSG00000278540 0.727554101551547 430 430 ACACA pLOF+missense
ENSG00000141542 0.727587528262813 115 115 RAB40B pLOF+missense
ENSG00000176890 0.727591146631965 93 93 TYMS pLOF+missense
ENSG00000169964 0.727614487835043 70 70 TMEM42 pLOF+missense
ENSG00000204217 0.727667770216915 281 281 BMPR2 pLOF+missense
ENSG00000088448 0.727714753206491 149 149 ANKRD10 pLOF+missense
ENSG00000120088 0.727870481084529 153 153 CRHR1 pLOF+missense
ENSG00000103569 0.72789177864164 117 117 AQP9 pLOF+missense
ENSG00000171016 0.727974572238922 149 149 PYGO1 pLOF+missense
ENSG00000103245 0.728104116593147 250 250 CIAO3 pLOF+missense
ENSG00000133107 0.728136841357996 254 254 TRPC4 pLOF+missense
ENSG00000112333 0.728154646108154 86 86 NR2E1 pLOF+missense
ENSG00000158773 0.728240709820421 96 96 USF1 pLOF+missense
ENSG00000164626 0.728310081153232 153 153 KCNK5 pLOF+missense
ENSG00000244482 0.728425792081182 96 96 LILRA6 pLOF+missense
ENSG00000104218 0.728567598896206 461 461 CSPP1 pLOF+missense
ENSG00000172150 0.728673738664564 107 107 OR1A2 pLOF+missense
ENSG00000138303 0.728720963667598 148 148 ASCC1 pLOF+missense
ENSG00000172766 0.728786169946566 313 313 NAA16 pLOF+missense
ENSG00000067221 0.728869071191172 159 159 STOML1 pLOF+missense
ENSG00000170606 0.72887174218527 232 232 HSPA4 pLOF+missense
ENSG00000285000 0.728874054330496 184 184 AC008581.2 pLOF+missense
ENSG00000123364 0.72888075084935 134 134 HOXC13 pLOF+missense
ENSG00000169118 0.728937427464315 131 131 CSNK1G1 pLOF+missense
ENSG00000169231 0.728948367234909 355 355 THBS3 pLOF+missense
ENSG00000075035 0.728956045521109 188 188 WSCD2 pLOF+missense
ENSG00000182985 0.728963659426909 120 120 CADM1 pLOF+missense
ENSG00000157181 0.72896721951817 162 162 ODR4 pLOF+missense
ENSG00000234465 0.729084294613178 42 42 PINLYP pLOF+missense
ENSG00000159248 0.729122227904403 78 78 GJD2 pLOF+missense
ENSG00000109475 0.729127794034001 29 29 RPL34 pLOF+missense
ENSG00000185760 0.729247654412976 236 236 KCNQ5 pLOF+missense
ENSG00000145022 0.729281733819328 29 29 TCTA pLOF+missense
ENSG00000163002 0.729281846487196 122 122 NUP35 pLOF+missense
ENSG00000135902 0.729352436710232 220 220 CHRND pLOF+missense
ENSG00000176731 0.729374379780971 27 27 RBIS pLOF+missense
ENSG00000216937 0.72941379028582 410 410 CCDC7 pLOF+missense
ENSG00000154721 0.729430865341208 98 98 JAM2 pLOF+missense
ENSG00000117152 0.729569471120771 96 96 RGS4 pLOF+missense
ENSG00000122741 0.729650517794149 149 149 DCAF10 pLOF+missense
ENSG00000164794 0.729715948377725 91 91 KCNV1 pLOF+missense
ENSG00000185267 0.729838746330323 79 79 CDNF pLOF+missense
ENSG00000214530 0.730010206683352 107 107 STARD10 pLOF+missense
ENSG00000129353 0.730025465926173 260 260 SLC44A2 pLOF+missense
ENSG00000143110 0.730065166621956 45 45 C1orf162 pLOF+missense
ENSG00000133805 0.730075759732302 314 314 AMPD3 pLOF+missense
ENSG00000141569 0.730180285800142 265 265 TRIM65 pLOF+missense
ENSG00000197887 0.730205324331324 153 153 OR1S2 pLOF+missense
ENSG00000082482 0.73021479295708 105 105 KCNK2 pLOF+missense
ENSG00000250305 0.730274776434207 305 305 TRMT9B pLOF+missense
ENSG00000198363 0.730400992979155 343 343 ASPH pLOF+missense
ENSG00000120837 0.73040983896626 33 33 NFYB pLOF+missense
ENSG00000117598 0.730415491032992 78 78 PLPPR5 pLOF+missense
ENSG00000204842 0.730449814020241 442 442 ATXN2 pLOF+missense
ENSG00000180785 0.730579773534278 135 135 OR51E1 pLOF+missense
ENSG00000187713 0.73066248263993 27 27 TMEM203 pLOF+missense
ENSG00000172551 0.730833011159841 49 49 MUCL1 pLOF+missense
ENSG00000198797 0.730839522023582 280 280 BRINP2 pLOF+missense
ENSG00000196150 0.730853009727071 141 141 ZNF250 pLOF+missense
ENSG00000066427 0.730858687327555 101 101 ATXN3 pLOF+missense
ENSG00000214575 0.730890577273621 188 188 CPEB1 pLOF+missense
ENSG00000050405 0.730957000147472 260 260 LIMA1 pLOF+missense
ENSG00000158201 0.730972192235736 128 128 ABHD3 pLOF+missense
ENSG00000171124 0.731020734390266 178 178 FUT3 pLOF+missense
ENSG00000175198 0.731119708187781 284 284 PCCA pLOF+missense
ENSG00000125977 0.731172583238201 38 38 EIF2S2 pLOF+missense
ENSG00000120860 0.731205980495013 69 69 WASHC3 pLOF+missense
ENSG00000196482 0.731229067400276 121 121 ESRRG pLOF+missense
ENSG00000164509 0.731239557158944 276 276 IL31RA pLOF+missense
ENSG00000132128 0.731341398764194 233 233 LRRC41 pLOF+missense
ENSG00000103876 0.731425220495816 155 155 FAH pLOF+missense
ENSG00000138759 0.731446896866045 1448 1448 FRAS1 pLOF+missense
ENSG00000169682 0.731485481600743 206 206 SPNS1 pLOF+missense
ENSG00000102595 0.731578684782662 572 572 UGGT2 pLOF+missense
ENSG00000154764 0.731653586376754 121 121 WNT7A pLOF+missense
ENSG00000126457 0.731694097401719 87 87 PRMT1 pLOF+missense
ENSG00000077549 0.731752984872373 71 71 CAPZB pLOF+missense
ENSG00000141279 0.731773192906814 179 179 NPEPPS pLOF+missense
ENSG00000156304 0.731792336732678 351 351 SCAF4 pLOF+missense
ENSG00000125414 0.731942577599051 587 587 MYH2 pLOF+missense
ENSG00000251287 0.731946348356548 9 9 ALG1L2 pLOF+missense
ENSG00000186204 0.732042263111433 233 233 CYP4F12 pLOF+missense
ENSG00000198130 0.732053214508658 133 133 HIBCH pLOF+missense
ENSG00000182389 0.732243773405648 130 130 CACNB4 pLOF+missense
ENSG00000157212 0.732246923769506 219 219 PAXIP1 pLOF+missense
ENSG00000151465 0.732371703417173 120 120 CDC123 pLOF+missense
ENSG00000140983 0.732377632340906 355 355 RHOT2 pLOF+missense
ENSG00000090382 0.732392960627398 41 41 LYZ pLOF+missense
ENSG00000143486 0.732480267191997 173 173 EIF2D pLOF+missense
ENSG00000177791 0.732509927089158 106 106 MYOZ1 pLOF+missense
ENSG00000188786 0.732516237606489 188 188 MTF1 pLOF+missense
ENSG00000104903 0.732704561459263 111 111 LYL1 pLOF+missense
ENSG00000267060 0.7327372621381 64 64 PTGES3L pLOF+missense
ENSG00000241322 0.732811195418857 261 261 CDRT1 pLOF+missense
ENSG00000183598 0.732818252772382 46 46 H3C13 pLOF+missense
ENSG00000174606 0.73283608363712 187 187 ANGEL2 pLOF+missense
ENSG00000154723 0.732869870921315 50 50 ATP5PF pLOF+missense
ENSG00000112624 0.73301871674039 276 276 BICRAL pLOF+missense
ENSG00000130940 0.733166441549801 653 653 CASZ1 pLOF+missense
ENSG00000101439 0.733216697262515 69 69 CST3 pLOF+missense
ENSG00000187118 0.733217820137307 40 40 CMC1 pLOF+missense
ENSG00000198855 0.733220165910769 206 206 FICD pLOF+missense
ENSG00000204439 0.733233693185786 96 96 C6orf47 pLOF+missense
ENSG00000185619 0.733315883291848 161 161 PCGF3 pLOF+missense
ENSG00000105227 0.733386378033658 621 621 PRX pLOF+missense
ENSG00000090971 0.733444369484908 112 112 NAT14 pLOF+missense
ENSG00000166171 0.73347595449386 68 68 DPCD pLOF+missense
ENSG00000137819 0.733543914249879 110 110 PAQR5 pLOF+missense
ENSG00000154342 0.733583934314782 121 121 WNT3A pLOF+missense
ENSG00000206535 0.733683569978043 58 58 LNP1 pLOF+missense
ENSG00000187714 0.733790435521884 212 212 SLC18A3 pLOF+missense
ENSG00000283992 0.733888300740261 43 43 SLURP2 pLOF+missense
ENSG00000111181 0.733946393909346 206 206 SLC6A12 pLOF+missense
ENSG00000185551 0.73397553338619 70 70 NR2F2 pLOF+missense
ENSG00000183625 0.733996873584858 146 146 CCR3 pLOF+missense
